"","CCR1_pwg","CCR1_coeff","CCR1_pwg","CCR1_coeff","4CL1_pwg","4CL1_coeff","CSE_pwg","CSE_coeff","4CL3_pwg","4CL3_coeff","CAD1_pwg","CAD1_coeff","CCR2_pwg","CCR2_coeff","HCT_pwg","HCT_coeff","CAD2_pwg","CAD2_coeff","CAD3_pwg","CAD3_coeff","C4H_pwg","C4H_coeff","PAL1_pwg","PAL1_coeff","C3H_pwg","C3H_coeff","PAL4_pwg","PAL4_coeff","CAD4_pwg","CAD4_coeff","4CL5_pwg","4CL5_coeff","4CL2_pwg","4CL2_coeff","PAL2_pwg","PAL2_coeff","CCoAOMT1_pwg","CCoAOMT1_coeff","CAD5_pwg","CAD5_coeff","F5H_pwg","F5H_coeff","CAD6_pwg","CAD6_coeff","CAD7_pwg","CAD7_coeff","CAD8_pwg","CAD8_coeff","CAD9_pwg","CAD9_coeff","PAL3_pwg","PAL3_coeff","COMT1_pwg","COMT1_coeff"
"WRKY35","WRKY35",0,"TIFY5B",0,"AT2G28710",0,"AT2G22200",0,"VND1",0,"AT2G45460",0,"WRKY15",0,"AT2G40770",0,"BLH5",0,"BLH5",0,"SPL3",0,"AT2G34140",0,"IAA13",0,"AT2G14760",0,"AT2G28510",0,"AT2G37000",0,"MYB104",0,"AGL48",0,"SAW2",0,"VND1",0,"AT2G36930",0,"ATTZF1",0,"HDG11",0,"AT2G37000",0,"NAC036",0,"VND1",0,"AGL33",0
"SUVH5","SUVH5",0,"PHB-1D",0,"AT2G28810",0,"SR1",0,"AT2G18090",0,"AGL6",0,"DEAR3",0,"BZIP17",0,"NTL8",0,"NTL8",0,"WOX9A",0,"AGL29",0,"AT2G33350",0,"AT2G15740",0,"TOE1",0,"NF-YB8",0,"MYB81",0,"SUN6",0,"NAC038",0,"SRS4",0,"TKI1",0,"HSFA2",0,"SLIM1",0,"NF-YB8",0,"AT2G17150",0,"AT2G18090",0,"AT2G26940",0
"AT2G35310","AT2G35310",0,"NF-YA4",0,"AT2G29060",0,"HB6",0,"SRS4",0,"SOC1",0,"SET1",0,"MYBC1",0,"NF-YB11",0,"NF-YB11",0,"AT2G34140",0,"TIFY5B",0,"NAC041",0,"BLH7",0,"WOX3",0,"AT2G37120",0,"BLH5",0,"AT2G40260",0,"FZF",0,"TLP2",0,"AT2G37000",0,"AGL33",0,"BEE3",0,"AT2G37120",0,"DAZ1",0,"SRS4",0,"MYB104",0
"AT2G35430","AT2G35430",0,"AT2G34820",0,"AT2G29660",0,"SVP",0,"GBF5",0,"AT2G45680",0,"LBD10",0,"AT2G41710",0,"AT2G27630",0,"AT2G27630",0,"AGL29",0,"NF-YA4",0,"AT2G33500",0,"AMS",0,"AGL46",0,"WRKY44",0,"NTL8",0,"DREB2C",0,"SUVH8",0,"HANL1",0,"NF-YB8",0,"AT2G26940",0,"AT1G73870",0,"WRKY44",0,"AT2G17410",0,"GBF5",0,"MYB81",0
"BPC7","BPC7",0,"WRKY35",0,"PCK1",0,"AGL17",0,"ZHD6",0,"PLIM2a",0,"SAW2",0,"OXS2",0,"FRU",0,"FRU",0,"TIFY5B",0,"AT2G34820",0,"AT2G33710",0,"NAC036",0,"AT2G28710",0,"AT2G37430",0,"NF-YB11",0,"AT2G40620",0,"COL3",0,"AT2G18490",0,"AT2G37120",0,"MYB104",0,"MYB122",0,"AT2G37430",0,"WUS1",0,"HANL1",0,"BLH5",0
"FIS2","FIS2",0,"PKDM7C",0,"WRKY25",0,"IAA8",0,"HANL1",0,"BMY4",0,"NAC038",0,"AT2G42150",0,"AT2G28200",0,"AT2G28200",0,"NF-YA4",0,"AT2G35310",0,"SPL3",0,"DAZ1",0,"AT2G28810",0,"AT2G37520",0,"AT2G27630",0,"WRKY55",0,"AT2G24830",0,"HB21",0,"WRKY44",0,"MYB81",0,"AT1G74250",0,"AT2G37520",0,"VND1",0,"AT2G18490",0,"NTL8",0
"ERF38","ERF38",0,"SUVH5",0,"LBD13",0,"AT2G22750",0,"AT2G18490",0,"AT2G46040",0,"FZF",0,"SPL9",0,"AT2G28450",0,"AT2G28450",0,"AT2G34820",0,"AT2G35430",0,"WOX9A",0,"AT2G17410",0,"AT2G29660",0,"DOF2.4",0,"PNF",0,"WRKY54",0,"DIA",0,"AT2G18850",0,"AT2G37430",0,"BLH5",0,"MYB95",0,"DOF2.4",0,"SRS4",0,"HB21",0,"NF-YB11",0
"E2F3","E2F3",0,"AT2G35310",0,"ETC2",0,"NAI1",0,"HB21",0,"WRKY43",0,"SUVH8",0,"AT2G42280",0,"TOE1",0,"TOE1",0,"AT2G35310",0,"bZIP16",0,"AT2G34140",0,"WUS1",0,"WRKY25",0,"MYB91",0,"FRU",0,"AT2G40770",0,"MYB100",0,"AT2G19380",0,"AT2G37520",0,"NTL8",0,"RKD2",0,"MYB91",0,"GBF5",0,"AT2G18850",0,"AT2G27630",0
"AT2G36080","AT2G36080",0,"AT2G35430",0,"VAL1",0,"HAT9",0,"AT2G18850",0,"CRF5",0,"COL3",0,"AT2G42300",0,"WOX3",0,"WOX3",0,"AT2G35430",0,"BPC7",0,"AGL29",0,"VND1",0,"ETC2",0,"ZFP10",0,"ARF10",0,"BZIP17",0,"ESE2",0,"LBD8",0,"DOF2.4",0,"AT2G27630",0,"ORA47",0,"AT2G37650",0,"TLP2",0,"LBD8",0,"PNF",0
"GRF3","GRF3",0,"BPC7",0,"TCP10",0,"GRF1",0,"LBD8",0,"WRKY46",0,"AT2G24830",0,"BZIP34",0,"AGL46",0,"AGL46",0,"FIS2",0,"FIS2",0,"TIFY5B",0,"AT2G18090",0,"VAL1",0,"AT2G38090",0,"AT2G28450",0,"MYBC1",0,"ATTZF1",0,"OZF1",0,"MYB91",0,"FRU",0,"BZR1",0,"ZFP10",0,"HANL1",0,"OZF1",0,"FRU",0
"HRD","HRD",0,"FIS2",0,"MYB14AT",0,"MYB70",0,"OZF1",0,"CPC",0,"DIA",0,"VOZ2",0,"AT2G28710",0,"AT2G28710",0,"ERF38",0,"ERF38",0,"NF-YA4",0,"SRS4",0,"TCP10",0,"AT2G38300",0,"TOE1",0,"EEL",0,"HSFA2",0,"AT2G20110",0,"AT2G37650",0,"AT2G28200",0,"AT1G75340",0,"AT2G38250",0,"AT2G18490",0,"AT2G20110",0,"ARF10",0
"AT2G36480","AT2G36480",0,"ERF38",0,"AT2G31210",0,"WRKY15",0,"AT2G20110",0,"ATAIB",0,"RR12",0,"ZFP11",0,"AT2G29660",0,"AT2G29660",0,"EDA29",0,"EDA29",0,"AT2G34820",0,"GBF5",0,"MYB14AT",0,"DREB19",0,"WOX3",0,"AT2G41710",0,"AGL33",0,"AT2G20280",0,"ZFP10",0,"AT2G28450",0,"bZIP44",0,"DREB19",0,"HB21",0,"AT2G20280",0,"AT2G28450",0
"HB22","HB22",0,"EDA29",0,"ERF15",0,"DEAR3",0,"AT2G20280",0,"ARF11",0,"MYB100",0,"LBD16",0,"PCK1",0,"PCK1",0,"E2F3",0,"E2F3",0,"AT2G35310",0,"TLP2",0,"AT2G31210",0,"WRKY33",0,"AGL46",0,"OXS2",0,"AT2G26940",0,"AT2G20350",0,"DREB19",0,"TOE1",0,"BLH11",0,"WRKY33",0,"AT2G19380",0,"AT2G20350",0,"AT2G28510",0
"AT2G36720","AT2G36720",0,"E2F3",0,"AT2G31370",0,"SET1",0,"AT2G20350",0,"DAG2",0,"ESE2",0,"AT2G42440",0,"WRKY25",0,"WRKY25",0,"AT2G36080",0,"AT2G36080",0,"AT2G35430",0,"HANL1",0,"ERF15",0,"NF-YB1",0,"AT2G28710",0,"ZFP8",0,"MYB104",0,"AT2G20400",0,"WRKY33",0,"WOX3",0,"SRS5",0,"NF-YB1",0,"LBD8",0,"AT2G20400",0,"TOE1",0
"RAX2","RAX2",0,"AT2G36080",0,"HDG3",0,"LBD10",0,"GPRI1",0,"AT2G46670",0,"ATTZF1",0,"AT2G42660",0,"LBD13",0,"LBD13",0,"GIA1",0,"GIA1",0,"BPC7",0,"AT2G18490",0,"AT2G31370",0,"AT2G38950",0,"AT2G28810",0,"AT2G42150",0,"MYB81",0,"ERF53",0,"NF-YB1",0,"AGL46",0,"AT1G76350",0,"AT2G38950",0,"OZF1",0,"AT2G21230",0,"WOX3",0
"AT2G36930","AT2G36930",0,"GRF3",0,"MYB101",0,"SAW2",0,"AT2G21230",0,"HB-7",0,"HSFA2",0,"MBF1A",0,"ETC2",0,"ETC2",0,"GRF3",0,"GRF3",0,"FIS2",0,"HB21",0,"MYB101",0,"MYB25",0,"AT2G29060",0,"SPL9",0,"BLH5",0,"AT2G21230",0,"AT2G38950",0,"AT2G28710",0,"AT1G76510",0,"LRD3",0,"AT2G20110",0,"BPC4",0,"AGL46",0
"TKI1","TKI1",0,"HRD",0,"ZFN2",0,"LRL1",0,"BPC4",0,"CCA1",0,"AGL33",0,"SHP2",0,"VAL1",0,"VAL1",0,"HRD",0,"HRD",0,"ERF38",0,"AT2G18850",0,"ZFN2",0,"WLIM2a",0,"WRKY25",0,"AT2G42280",0,"NTL8",0,"BPC4",0,"SNZ",0,"AT2G29060",0,"AT1G76590",0,"MYB25",0,"AT2G20280",0,"AT2G21530",0,"AT2G28710",0
"AT2G37000","AT2G37000",0,"AT2G36480",0,"SUVH2",0,"NAC038",0,"WRKY59",0,"NGA1",0,"MYB104",0,"NAC042",0,"WRKY21",0,"WRKY21",0,"AT2G36480",0,"AT2G36480",0,"EDA29",0,"AT2G19380",0,"SUVH2",0,"ZFAR1",0,"ETC2",0,"BZIP34",0,"NF-YB11",0,"WRKY59",0,"MYB25",0,"PCK1",0,"SDG26",0,"WLIM2a",0,"AT2G20350",0,"WRKY59",0,"AT2G28810",0
"NF-YB8","NF-YB8",0,"HB22",0,"AT2G33350",0,"FZF",0,"AT2G22200",0,"IAA20",0,"MYB81",0,"SRL2",0,"TCP10",0,"TCP10",0,"HB22",0,"HB22",0,"E2F3",0,"LBD8",0,"IAA13",0,"AT2G40200",0,"VAL1",0,"VOZ2",0,"AT2G27630",0,"AT2G22200",0,"WLIM2a",0,"WRKY25",0,"AT1G76870",0,"ZFAR1",0,"ERF53",0,"AT2G22200",0,"AT2G29060",0
"AT2G37120","AT2G37120",0,"AT2G36720",0,"NAC041",0,"WRKY17",0,"HB6",0,"SPL1",0,"BLH5",0,"AT2G43140",0,"MYB14AT",0,"MYB14AT",0,"AT2G36720",0,"AT2G36720",0,"AT2G36080",0,"OZF1",0,"AT2G33350",0,"AGL48",0,"WRKY21",0,"ZFP11",0,"PNF",0,"SR1",0,"AGL48",0,"LBD13",0,"AT1G76880",0,"AT2G40200",0,"AT2G21230",0,"SR1",0,"AT2G29660",0
"WRKY44","WRKY44",0,"RAX2",0,"AT2G33500",0,"SUVH8",0,"AGL17",0,"MYB2",0,"NTL8",0,"AT2G43500",0,"AT2G31210",0,"AT2G31210",0,"RAX2",0,"RAX2",0,"GIA1",0,"AT2G20110",0,"NAC041",0,"SUN6",0,"MYB14AT",0,"LBD16",0,"FRU",0,"HB6",0,"SUN6",0,"ETC2",0,"GT2",0,"AGL48",0,"BPC4",0,"HB6",0,"PCK1",0
"AT2G37430","AT2G37430",0,"TKI1",0,"AT2G33710",0,"COL3",0,"IAA8",0,"WRKY23",0,"AT2G27630",0,"SDG7",0,"ERF15",0,"ERF15",0,"AT2G36930",0,"AT2G36930",0,"GRF3",0,"AT2G20280",0,"AT2G33500",0,"AT2G40260",0,"AT2G31210",0,"AT2G42440",0,"ARF10",0,"AGL17",0,"AT2G40260",0,"VAL1",0,"TLP1",0,"AT2G40260",0,"WRKY59",0,"AGL17",0,"WRKY25",0
"AT2G37520","AT2G37520",0,"AT2G37000",0,"SPL3",0,"AT2G24830",0,"AT2G22750",0,"PFG1",0,"PNF",0,"AT2G44430",0,"AT2G31370",0,"AT2G31370",0,"TKI1",0,"TKI1",0,"HRD",0,"AT2G20350",0,"AT2G33710",0,"DREB2C",0,"ERF15",0,"AT2G42660",0,"AT2G28450",0,"IAA8",0,"DREB2C",0,"WRKY21",0,"MAF1",0,"DREB2C",0,"AT2G22200",0,"IAA8",0,"ETC2",0
"DOF2.4","DOF2.4",0,"AT2G37120",0,"WOX9A",0,"MYB100",0,"AT2G22760",0,"HRE2",0,"FRU",0,"AT2G44730",0,"AT2G32310",0,"AT2G32310",0,"AT2G37000",0,"AT2G37000",0,"AT2G36480",0,"ERF53",0,"SPL3",0,"AT2G40620",0,"AT2G31370",0,"SHP2",0,"TOE1",0,"SUVH6",0,"AT2G40620",0,"MYB14AT",0,"AT1G77200",0,"LBD15",0,"HB6",0,"AT2G22750",0,"VAL1",0
"MYB91","MYB91",0,"AT2G37430",0,"AGL29",0,"ESE2",0,"HAT9",0,"AT2G47680",0,"AT2G28200",0,"ERF13",0,"HDG3",0,"HDG3",0,"NF-YB8",0,"NF-YB8",0,"HB22",0,"AT2G21230",0,"WOX9A",0,"WRKY55",0,"HDG3",0,"SRL2",0,"WOX3",0,"AT2G22750",0,"WRKY55",0,"AT2G31210",0,"AT1G77250",0,"AT2G40620",0,"AGL17",0,"NAI1",0,"MYB14AT",0
"ZFP10","ZFP10",0,"AT2G37520",0,"TIFY5B",0,"ATTZF1",0,"GRF1",0,"NF-YB5",0,"ARF10",0,"HB4",0,"MYB101",0,"MYB101",0,"AT2G37120",0,"AT2G37120",0,"AT2G36720",0,"BPC4",0,"AT2G34140",0,"WRKY54",0,"MYB101",0,"AT2G43140",0,"AGL46",0,"AT2G22760",0,"WRKY54",0,"ERF15",0,"NAC032",0,"WRKY55",0,"AT2G22750",0,"HAT9",0,"AT2G31210",0
"AT2G38250","AT2G38250",0,"DOF2.4",0,"NF-YA4",0,"HSFA2",0,"MYB70",0,"AT2G47850",0,"AT2G28450",0,"AT2G44940",0,"MUM1",0,"MUM1",0,"AT2G37520",0,"AT2G37520",0,"RAX2",0,"WRKY59",0,"AGL29",0,"AT2G40770",0,"MUM1",0,"AT2G43500",0,"AT2G28710",0,"NAI1",0,"AT2G40770",0,"AT2G31370",0,"AT1G77570",0,"WRKY54",0,"HAT9",0,"GRF1",0,"ERF15",0
"AT2G38300","AT2G38300",0,"MYB91",0,"AT2G34820",0,"AGL33",0,"WRKY15",0,"AT2G47890",0,"TOE1",0,"GATA2",0,"ZFN2",0,"ZFN2",0,"DOF2.4",0,"DOF2.4",0,"AT2G36930",0,"AT2G22200",0,"TIFY5B",0,"BZIP17",0,"ZFN2",0,"AT2G44430",0,"AT2G28810",0,"HAT9",0,"BZIP17",0,"AT2G32310",0,"AT1G77640",0,"AT2G40770",0,"GRF1",0,"MYB70",0,"AT2G31370",0
"DREB19","DREB19",0,"AT2G37650",0,"WRKY35",0,"MYB104",0,"DEAR3",0,"TLP3",0,"WOX3",0,"LOM1",0,"SUVH2",0,"SUVH2",0,"MYB91",0,"MYB91",0,"TKI1",0,"SR1",0,"NF-YA4",0,"MYBC1",0,"SUVH2",0,"AT2G44745",0,"AT2G29060",0,"GRF1",0,"MYBC1",0,"HDG3",0,"AT1G77800",0,"BZIP17",0,"bZIP6",0,"WRKY15",0,"HDG3",0
"WRKY33","WRKY33",0,"ZFP10",0,"AT2G35310",0,"MYB81",0,"SET1",0,"AT2G48100",0,"AGL46",0,"LBD18",0,"AT2G33350",0,"AT2G33350",0,"AT2G37650",0,"ZFP10",0,"AT2G37000",0,"HB6",0,"AT2G34820",0,"AT2G41710",0,"AT2G33350",0,"ERF13",0,"AT2G29660",0,"MYB70",0,"AT2G41710",0,"MYB101",0,"AGL67",0,"MYBC1",0,"MYB70",0,"DEAR3",0,"MYB101",0
"NF-YB1","NF-YB1",0,"AT2G38090",0,"AT2G35430",0,"EIL1",0,"LBD10",0,"WRKY58",0,"AT2G28710",0,"AT2G45460",0,"NAC041",0,"NAC041",0,"ZFP10",0,"AT2G38090",0,"NF-YB8",0,"AGL17",0,"PKDM7C",0,"OXS2",0,"NAC041",0,"HB4",0,"PCK1",0,"WRKY15",0,"OXS2",0,"MUM1",0,"AGL66",0,"EEL",0,"WRKY15",0,"SET1",0,"ZFN2",0
"AT2G38950","AT2G38950",0,"AT2G38250",0,"bZIP16",0,"BLH5",0,"SAW2",0,"NOK",0,"AT2G28810",0,"AGL6",0,"AT2G33500",0,"AT2G33500",0,"AT2G38090",0,"AT2G38300",0,"AT2G37120",0,"IAA8",0,"AT2G35310",0,"ZFP8",0,"AT2G33500",0,"AT2G44940",0,"WRKY25",0,"DEAR3",0,"ZFP8",0,"ZFN2",0,"WIND1",0,"HSFB3",0,"DEAR3",0,"LBD10",0,"SUVH2",0
"LRD3","LRD3",0,"AT2G38300",0,"FIS2",0,"NTL8",0,"LRL1",0,"HB20",0,"AT2G29060",0,"SOC1",0,"AT2G33710",0,"AT2G33710",0,"AT2G38300",0,"DREB19",0,"AT2G37430",0,"SUVH6",0,"bZIP16",0,"AT2G42150",0,"AT2G33710",0,"GATA2",0,"ETC2",0,"SET1",0,"AT2G42150",0,"SUVH2",0,"AT1G78280",0,"OXS2",0,"SET1",0,"LRL1",0,"AT2G33350",0
"MYB25","MYB25",0,"DREB19",0,"ERF38",0,"AT2G27630",0,"NAC038",0,"E2L2",0,"AT2G29660",0,"AT2G45680",0,"SPL3",0,"SPL3",0,"DREB19",0,"WRKY33",0,"AT2G37520",0,"AT2G22750",0,"BPC7",0,"SPL9",0,"SPL3",0,"YAB1",0,"VAL1",0,"LBD10",0,"SPL9",0,"AT2G33350",0,"BEH4",0,"SPL9",0,"LBD10",0,"NAC038",0,"NAC041",0
"WLIM2a","WLIM2a",0,"WRKY33",0,"EDA29",0,"FRU",0,"FZF",0,"MBD9",0,"PCK1",0,"PLIM2a",0,"WOX9A",0,"WOX9A",0,"WRKY33",0,"NF-YB1",0,"DOF2.4",0,"NAI1",0,"FIS2",0,"AT2G42280",0,"WOX9A",0,"LBD18",0,"MYB14AT",0,"NAC038",0,"AT2G42280",0,"NAC041",0,"EMB1135",0,"AT2G42280",0,"SAW2",0,"FZF",0,"AT2G33500",0
"AGL48","AGL48",0,"AT2G38950",0,"E2F3",0,"AT2G28200",0,"WRKY17",0,"HD-ZIP-1",0,"WRKY25",0,"BMY4",0,"AT2G34140",0,"AT2G34140",0,"NF-YB1",0,"AT2G38950",0,"MYB91",0,"HAT9",0,"ERF38",0,"VOZ2",0,"AT2G34140",0,"AT2G45460",0,"AT2G31210",0,"FZF",0,"BZIP34",0,"AT2G33500",0,"WDY",0,"AT2G42300",0,"NAC038",0,"WRKY17",0,"AT2G33710",0
"AT2G40260","AT2G40260",0,"SNZ",0,"AT2G36080",0,"ARF10",0,"SUVH8",0,"MYB57",0,"LBD13",0,"AT2G46040",0,"AGL29",0,"AGL29",0,"AT2G38950",0,"LRD3",0,"AT2G37650",0,"GRF1",0,"EDA29",0,"ZFP11",0,"AGL29",0,"AGL6",0,"ERF15",0,"SUVH8",0,"ZFP11",0,"AT2G33710",0,"SMB",0,"VOZ2",0,"FZF",0,"SUVH8",0,"SPL3",0
"DREB2C","DREB2C",0,"LRD3",0,"GIA1",0,"AT2G28450",0,"COL3",0,"TFPD",0,"ETC2",0,"WRKY43",0,"AT2G34450",0,"AT2G34450",0,"MYB25",0,"MYB25",0,"ZFP10",0,"MYB70",0,"E2F3",0,"LBD16",0,"AT2G34450",0,"SOC1",0,"AT2G31370",0,"COL3",0,"LBD16",0,"SPL3",0,"AT1G79700",0,"ZFP11",0,"WRKY17",0,"COL3",0,"WOX9A",0
"AT2G40620","AT2G40620",0,"MYB25",0,"GRF3",0,"AT2G28510",0,"AT2G24830",0,"AT3G02310",0,"VAL1",0,"GBF3",0,"TIFY5B",0,"TIFY5B",0,"WLIM2a",0,"WLIM2a",0,"AT2G38090",0,"WRKY15",0,"AT2G36080",0,"AT2G42440",0,"TIFY5B",0,"AT2G45680",0,"HDG3",0,"AT2G24830",0,"AT2G42440",0,"ETT",0,"AT1G80580",0,"LBD16",0,"SUVH8",0,"AT2G24830",0,"AT2G34140",0
"WRKY55","WRKY55",0,"WLIM2a",0,"HRD",0,"TOE1",0,"WRKY60",0,"COL2",0,"WRKY21",0,"WRKY46",0,"NF-YA4",0,"NF-YA4",0,"ZFAR1",0,"ZFAR1",0,"AT2G38250",0,"DEAR3",0,"GIA1",0,"AT2G42660",0,"NF-YA4",0,"PLIM2a",0,"MYB101",0,"DIA",0,"AT2G42660",0,"WOX9A",0,"WRKY66",0,"AT2G42440",0,"COL3",0,"RR12",0,"AGL29",0
"WRKY54","WRKY54",0,"ZFAR1",0,"AT2G36480",0,"WOX3",0,"SSL2",0,"AT3G02400",0,"MYB14AT",0,"CPC",0,"AT2G34820",0,"AT2G34820",0,"AT2G40200",0,"AT2G40200",0,"AT2G38300",0,"SET1",0,"GRF3",0,"MBF1A",0,"AT2G34820",0,"BMY4",0,"ZFN2",0,"MYB100",0,"SHP2",0,"AT2G34140",0,"WRKY40",0,"AT2G42660",0,"AT2G24830",0,"MYB100",0,"TIFY5B",0
"AT2G40770","AT2G40770",0,"AT2G40200",0,"HB22",0,"AGL46",0,"MYB100",0,"LBD41",0,"AT2G31210",0,"ATAIB",0,"PKDM7C",0,"PKDM7C",0,"AGL48",0,"AGL48",0,"DREB19",0,"LBD10",0,"HRD",0,"SHP2",0,"WRKY35",0,"AT2G46040",0,"SUVH2",0,"AT2G25650",0,"SRL2",0,"AGL29",0,"AT2G01060",0,"NAC042",0,"SSL2",0,"ESE2",0,"NF-YA4",0
"BZIP17","BZIP17",0,"AGL48",0,"AT2G36720",0,"AT2G28710",0,"ESE2",0,"AT3G02790",0,"ERF15",0,"ARF11",0,"SUVH5",0,"SUVH5",0,"SUN6",0,"SUN6",0,"WRKY33",0,"LRL1",0,"AT2G36480",0,"NAC042",0,"PKDM7C",0,"WRKY43",0,"AT2G33350",0,"ESE2",0,"AT2G43140",0,"AT2G34450",0,"MEE10",0,"SRL2",0,"RR12",0,"ATTZF1",0,"AT2G34820",0
"MYBC1","MYBC1",0,"SUN6",0,"AT2G36930",0,"AT2G29060",0,"ATTZF1",0,"AT3G02890",0,"AT2G31370",0,"DAG2",0,"AT2G35310",0,"AT2G35310",0,"AT2G40260",0,"AT2G40260",0,"NF-YB1",0,"NAC038",0,"HB22",0,"SRL2",0,"AT2G35310",0,"GBF3",0,"NAC041",0,"ATTZF1",0,"AT2G43500",0,"TIFY5B",0,"HB17",0,"AT2G43140",0,"MYB100",0,"HSFA2",0,"WRKY35",0
"OXS2","OXS2",0,"AT2G40260",0,"TKI1",0,"AT2G29660",0,"HSFA2",0,"MYB107",0,"HDG3",0,"AT2G46670",0,"AT2G35430",0,"AT2G35430",0,"DREB2C",0,"DREB2C",0,"AT2G38950",0,"FZF",0,"AT2G36720",0,"AT2G43140",0,"AT2G35430",0,"WRKY46",0,"AT2G33500",0,"HSFA2",0,"SDG7",0,"NF-YA4",0,"WOX6",0,"AT2G43500",0,"AT2G25650",0,"AGL33",0,"AT2G35310",0
"ZFP8","ZFP8",0,"DREB2C",0,"AT2G37000",0,"PCK1",0,"AGL33",0,"HSFA1E",0,"MYB101",0,"HB-7",0,"FIS2",0,"FIS2",0,"AT2G40620",0,"AT2G40620",0,"LRD3",0,"SUVH8",0,"RAX2",0,"AT2G43500",0,"FIS2",0,"CPC",0,"AT2G33710",0,"AT2G26940",0,"AT2G44430",0,"AT2G34820",0,"RGA1",0,"AT2G44430",0,"ESE2",0,"AT2G26940",0,"AT2G35430",0
"AT2G42150","AT2G42150",0,"LBD15",0,"NF-YB8",0,"WRKY25",0,"AT2G26940",0,"NAC045",0,"MUM1",0,"CCA1",0,"ERF38",0,"ERF38",0,"WRKY55",0,"WRKY55",0,"MYB25",0,"COL3",0,"AT2G36930",0,"SDG7",0,"ERF38",0,"ATAIB",0,"SPL3",0,"MYB104",0,"AT2G44730",0,"WRKY35",0,"RR14",0,"AT2G44730",0,"ATTZF1",0,"MYB104",0,"BPC7",0
"SPL9","SPL9",0,"AT2G40620",0,"AT2G37120",0,"LBD13",0,"MYB104",0,"HDG8",0,"ZFN2",0,"IAA20",0,"EDA29",0,"EDA29",0,"WRKY54",0,"WRKY54",0,"WLIM2a",0,"AT2G24830",0,"TKI1",0,"AT2G44430",0,"EDA29",0,"ARF11",0,"WOX9A",0,"MYB81",0,"ERF13",0,"AT2G35310",0,"AT2G01810",0,"AT2G44745",0,"HSFA2",0,"MYB81",0,"FIS2",0
"AT2G42280","AT2G42280",0,"WRKY55",0,"AT2G37520",0,"ETC2",0,"MYB81",0,"RGL2",0,"SUVH2",0,"MYB2",0,"E2F3",0,"E2F3",0,"AT2G40770",0,"AT2G40770",0,"ZFAR1",0,"DIA",0,"AT2G37000",0,"ERF13",0,"E2F3",0,"DAG2",0,"AT2G34140",0,"BLH5",0,"HB4",0,"FIS2",0,"BPC1",0,"ERF13",0,"AT2G26940",0,"EIL1",0,"ERF38",0
"VOZ2","VOZ2",0,"WRKY54",0,"DOF2.4",0,"VAL1",0,"EIL1",0,"WOX11",0,"AT2G33350",0,"HRE2",0,"AT2G36080",0,"AT2G36080",0,"BZIP17",0,"BZIP17",0,"AT2G40200",0,"MYB100",0,"NF-YB8",0,"HB4",0,"AT2G36080",0,"AT2G46670",0,"AGL29",0,"NTL8",0,"AT2G44940",0,"ERF38",0,"SGR5",0,"HB4",0,"MYB104",0,"BLH5",0,"E2F3",0
"ZFP11","ZFP11",0,"AT2G40770",0,"MYB91",0,"WRKY21",0,"BLH5",0,"SUVR3",0,"NAC041",0,"NF-YB5",0,"GRF3",0,"GRF3",0,"MYBC1",0,"MYBC1",0,"AGL48",0,"AT2G25650",0,"AT2G37120",0,"AT2G44940",0,"GRF3",0,"HB-7",0,"TIFY5B",0,"AT2G27630",0,"GATA2",0,"E2F3",0,"AT2G02060",0,"AT2G44940",0,"MYB81",0,"NTL8",0,"AT2G36080",0
"LBD16","LBD16",0,"BZIP17",0,"ZFP10",0,"MYB14AT",0,"NTL8",0,"AT3G04030",0,"AT2G33500",0,"AT2G47850",0,"HRD",0,"HRD",0,"AT2G41710",0,"AT2G41710",0,"SUN6",0,"ESE2",0,"WRKY44",0,"GATA2",0,"HRD",0,"CCA1",0,"NF-YA4",0,"PNF",0,"LBD18",0,"AT2G36080",0,"AT2G02160",0,"AT2G45120",0,"BLH5",0,"AT2G27630",0,"GRF3",0
"AT2G42440","AT2G42440",0,"MYBC1",0,"AT2G38090",0,"AT2G31210",0,"NF-YB11",0,"NAC046",0,"AT2G33710",0,"AT2G47890",0,"AT2G36480",0,"AT2G36480",0,"ZFP8",0,"ZFP8",0,"AT2G40260",0,"ATTZF1",0,"AT2G37430",0,"LBD18",0,"AT2G36480",0,"NGA1",0,"AT2G34820",0,"FRU",0,"AGL6",0,"GIA1",0,"NAC035",0,"LOM1",0,"NTL8",0,"FRU",0,"HRD",0
"AT2G42660","AT2G42660",0,"HSFB3",0,"AT2G38300",0,"ERF15",0,"AT2G27630",0,"NAC047",0,"SPL3",0,"TLP3",0,"HB22",0,"HB22",0,"AT2G42150",0,"SPL9",0,"DREB2C",0,"HSFA2",0,"AT2G37520",0,"AT2G45460",0,"HB22",0,"IAA20",0,"WRKY35",0,"AT2G28450",0,"SOC1",0,"GRF3",0,"AL6",0,"LBD18",0,"NF-YB11",0,"AT2G28200",0,"AT2G36480",0
"MBF1A","MBF1A",0,"AT2G41710",0,"DREB19",0,"AT2G31370",0,"FRU",0,"AGL57",0,"WOX9A",0,"AT2G48100",0,"AT2G36720",0,"AT2G36720",0,"SPL9",0,"AT2G42280",0,"AT2G40620",0,"AGL33",0,"DOF2.4",0,"AGL6",0,"AT2G36720",0,"WRKY23",0,"AT2G35310",0,"TOE1",0,"AT2G45680",0,"HRD",0,"ZHD3",0,"AT2G45460",0,"AT2G27630",0,"ARF10",0,"HB22",0
